
WINNING CREATURE
philadelphiassers 1718.8 206.426
brooklynnets 1606.31 261.562
milwaukeebucks 1570.8 226.358
charlottehornets 1547.54 119.562
losangelesclippers 1533.03 276.666
orlandomagic 1523.19 343.392
indianapacers 1508.76 243.134
torontoraptors 1391.02 252.049
washingtonwizards 1353.8 269.278
neworleanspelicans 1277.64 176.333
16951.5
WINNING CREATURE
dallasmavericks 2218.02 176.71
sacramentokings 2157.83 285.806
losangeleslakers 2141.33 354.774
sanantoniospurs 2134.09 304.042
portlandtrailblazers 2098.47 319.419
minnesotatimberwolves 1962.37 249.408
detroitpistons 1913.31 182.461
bostonceltics 1827.31 227.803
utahjazz 1809.83 197.169
philadelphiassers 1797.07 129.861
oklahomacitythunder 1774.68 256.262
brooklynnets 1704.28 250.676
orlandomagic 1606.69 264.192
charlottehornets 1604.89 134.033
milwaukeebucks 1603.18 276.681
losangelesclippers 1527.98 263.727
indianapacers 1452.16 277.81
torontoraptors 1417.78 225.937
washingtonwizards 1390.17 225.836
phoenixsuns 1254.73 313.714
16941.4
WINNING CREATURE
dallasmavericks 2271.83 171.298
sanantoniospurs 2199.19 229.438
sacramentokings 2162.05 266.742
losangeleslakers 2118.86 308.123
portlandtrailblazers 2062.71 357.836
philadelphiassers 1921.66 76.915
bostonceltics 1870.68 125.989
detroitpistons 1846.91 221.993
minnesotatimberwolves 1841.42 275.137
oklahomacitythunder 1773.37 272.096
utahjazz 1738.46 193.324
brooklynnets 1628.41 262.606
charlottehornets 1578.19 151.412
losangelesclippers 1529.22 201.576
orlandomagic 1508.01 290.472
milwaukeebucks 1454.58 300.399
neworleanspelicans 1452.75 213.678
indianapacers 1420.96 246.917
washingtonwizards 1343.54 255.246
miamiheat 1271.42 102.478
16949.6
