
WINNING CREATURE
utahjazz 1288.91 260.937
indianapacers 1257.44 258.63
charlottehornets 1253.37 195.788
16625.4
WINNING CREATURE
chicagobulls 2246.73 236.333
miamiheat 2185.98 218.409
losangeleslakers 2182.04 194.5
bostonceltics 2155.66 303.103
dallasmavericks 2125.95 146.11
sanantoniospurs 1942.91 293.563
orlandomagic 1921.45 343.909
oklahomacitythunder 1869.06 157.478
denvernuggets 1802.29 294.244
portlandtrailblazers 1724.54 316.874
memphisgrizzlies 1713.9 360.112
neworleanspelicans 1678.88 214.085
newyorkknicks 1628.65 239.144
houstonrockets 1565.91 186.469
philadelphiassers 1518.21 278.245
atlantahawks 1517.64 139.811
phoenixsuns 1497.68 97.8475
utahjazz 1437.08 149.795
indianapacers 1345.76 207.549
detroitpistons 1287.27 192.441
16626.5
WINNING CREATURE
chicagobulls 2213.45 285.293
dallasmavericks 2200.32 127.849
losangeleslakers 2189.81 233.288
bostonceltics 2151.82 244.474
miamiheat 2085.74 294.13
sanantoniospurs 1961.44 320.088
orlandomagic 1934.87 315.403
denvernuggets 1823.35 332.24
oklahomacitythunder 1784.63 213.598
newyorkknicks 1725.45 178.023
portlandtrailblazers 1707.29 325.644
neworleanspelicans 1686.78 175.937
memphisgrizzlies 1684.11 307.593
houstonrockets 1572.39 212.51
atlantahawks 1548.73 100.939
phoenixsuns 1541.62 128.591
philadelphiassers 1508.69 278.724
utahjazz 1384.18 177.982
goldenstatewarriors 1310.17 292.046
indianapacers 1287.18 235.658
16620.4
WINNING CREATURE
losangeleslakers 2269.4 238.002
chicagobulls 2218.24 269.216
dallasmavericks 2195.5 225.093
bostonceltics 2156.6 268.404
miamiheat 2081.06 221.662
sanantoniospurs 1953.15 302.203
orlandomagic 1929.58 229.026
oklahomacitythunder 1859.35 159.028
denvernuggets 1753.83 301.318
neworleanspelicans 1735.31 197.658
memphisgrizzlies 1693.18 268.183
newyorkknicks 1681.1 224.841
portlandtrailblazers 1643.71 331.434
philadelphiassers 1561.09 314.357
houstonrockets 1554.54 179.093
phoenixsuns 1533.03 127.787
atlantahawks 1526.62 106.7
utahjazz 1346.3 181.385
detroitpistons 1274.39 202.329
goldenstatewarriors 1256.62 316.13
16627.1
WINNING CREATURE
losangeleslakers 2292.75 213.343
dallasmavericks 2263.44 176.615
chicagobulls 2251.41 255.731
bostonceltics 2199.07 248.524
miamiheat 2060.62 247.605
sanantoniospurs 1919.38 328.501
orlandomagic 1909.6 257.582
oklahomacitythunder 1891.54 212.284
denvernuggets 1816.85 322.044
portlandtrailblazers 1747.78 278.963
neworleanspelicans 1709.55 222.026
memphisgrizzlies 1703.18 283.947
newyorkknicks 1662.47 151.213
houstonrockets 1618.39 183.163
phoenixsuns 1584.44 104.068
philadelphiassers 1554.89 290.807
atlantahawks 1458.07 87.9391
utahjazz 1382.73 171.094
goldenstatewarriors 1259.74 277.328
indianapacers 1239.61 229.749
16618.1
