
WINNING CREATURE
neworleanspelicans 1780.8 332.062
dallasmavericks 1766.47 238.602
torontoraptors 1720.49 173.492
phoenixsuns 1648.87 193.463
oklahomacitythunder 1638.09 325.167
utahjazz 1538.79 234.416
washingtonwizards 1511.94 378.606
milwaukeebucks 1483.76 138.204
bostonceltics 1364.74 188.077
indianapacers 1358.62 171.752
brooklynnets 1298.99 47.9044
17227.2
WINNING CREATURE
atlantahawks 2331.57 309.251
goldenstatewarriors 2308.15 237.976
clevelandcavaliers 2157.41 316.315
losangelesclippers 2141.56 115.113
memphisgrizzlies 1958.14 192.915
chicagobulls 1899.55 250.524
houstonrockets 1893.48 235.391
sanantoniospurs 1839.92 321.37
neworleanspelicans 1781.02 292.062
portlandtrailblazers 1780.76 276.755
torontoraptors 1776.63 205.691
dallasmavericks 1721.57 188.713
oklahomacitythunder 1664.51 272.364
phoenixsuns 1644.4 197.73
milwaukeebucks 1521.41 119.321
washingtonwizards 1500.55 260.421
utahjazz 1492.87 252.328
bostonceltics 1384.79 155.804
indianapacers 1363.74 173.397
brooklynnets 1319.42 21.1456
17232.3
WINNING CREATURE
goldenstatewarriors 2328.42 307.331
atlantahawks 2173.79 260.455
losangelesclippers 2061.69 186.882
clevelandcavaliers 2010.21 314.44
memphisgrizzlies 1958.43 247.27
chicagobulls 1941.96 202.926
houstonrockets 1927.65 234.007
sanantoniospurs 1889.03 354.573
portlandtrailblazers 1818.09 268.506
neworleanspelicans 1784.99 379.887
torontoraptors 1782.35 174.113
dallasmavericks 1726.6 241.059
oklahomacitythunder 1631.1 313.37
phoenixsuns 1606.5 207.337
washingtonwizards 1555.36 239.292
milwaukeebucks 1491.48 131.257
utahjazz 1474.26 235.857
indianapacers 1362.38 209.257
miamiheat 1338.76 144.093
bostonceltics 1337.79 212.597
17243
WINNING CREATURE
goldenstatewarriors 2326.08 272.858
atlantahawks 2258.81 352.245
clevelandcavaliers 2157.28 260.94
losangelesclippers 2103.71 142.972
houstonrockets 1978.14 167.211
chicagobulls 1951.25 178.138
memphisgrizzlies 1879.53 235.283
sanantoniospurs 1859.12 347.047
portlandtrailblazers 1803 318.937
dallasmavericks 1784.89 198.131
neworleanspelicans 1782.81 302.465
torontoraptors 1719.52 158.421
oklahomacitythunder 1624.9 363.191
phoenixsuns 1585.38 237.174
milwaukeebucks 1506.9 180.117
washingtonwizards 1477.52 318
utahjazz 1458.01 262.526
bostonceltics 1420.66 124.929
indianapacers 1340.46 194.568
brooklynnets 1320.71 85.9293
17227.7
WINNING CREATURE
goldenstatewarriors 2313.5 303.153
atlantahawks 2278.9 228.503
clevelandcavaliers 2098.61 250.229
losangelesclippers 2033.18 220.849
memphisgrizzlies 1953.37 275.694
chicagobulls 1950.54 189.042
houstonrockets 1923.88 188.587
sanantoniospurs 1873.8 344.288
portlandtrailblazers 1848.12 257.115
dallasmavericks 1804.98 191.732
torontoraptors 1759.44 173.99
neworleanspelicans 1755.25 340.167
oklahomacitythunder 1644.25 286.124
phoenixsuns 1630.37 189.726
utahjazz 1532.86 252.729
milwaukeebucks 1524.93 134.63
washingtonwizards 1484.15 302.357
bostonceltics 1396.1 169.846
indianapacers 1343.71 167.968
miamiheat 1326.18 166.552
17235.6
WINNING CREATURE
goldenstatewarriors 2334.42 264.45
clevelandcavaliers 2180.89 288.66
atlantahawks 2128.72 266.277
losangelesclippers 2099.74 153.411
memphisgrizzlies 1982.69 232.315
houstonrockets 1940.21 173.351
chicagobulls 1898.77 242.458
sanantoniospurs 1846.58 371.361
portlandtrailblazers 1807.55 310.856
neworleanspelicans 1789.37 258.05
torontoraptors 1771.33 140.419
dallasmavericks 1727.57 226.655
oklahomacitythunder 1644.19 308.467
phoenixsuns 1614.84 166.888
washingtonwizards 1495.97 281.009
milwaukeebucks 1483.66 133.115
utahjazz 1434.45 273.069
bostonceltics 1396.23 94.8324
indianapacers 1337.1 232.536
miamiheat 1335.28 138.233
17233.7
WINNING CREATURE
goldenstatewarriors 2551.93 291.431
atlantahawks 2283.44 273.33
clevelandcavaliers 2168.86 288.503
losangelesclippers 2142.32 164.315
chicagobulls 1967.75 198.624
houstonrockets 1966.88 226.928
memphisgrizzlies 1895.42 267.946
sanantoniospurs 1879.49 351.112
portlandtrailblazers 1847.91 271.063
dallasmavericks 1812.18 224.422
neworleanspelicans 1755.08 269.158
torontoraptors 1699.54 161.572
phoenixsuns 1626.29 213.257
oklahomacitythunder 1625.75 332.157
washingtonwizards 1494.29 266.61
bostonceltics 1477.28 22.8633
milwaukeebucks 1473.74 97.1368
utahjazz 1452.92 223.67
indianapacers 1382.76 177.154
miamiheat 1302.53 106.392
17220.2
