
WINNING CREATURE
sacramentokings 1908.58 260.475
denvernuggets 1704.74 234.086
memphisgrizzlies 1644.48 287.278
philadelphiassers 1589.03 123.766
minnesotatimberwolves 1581.24 252.595
brooklynnets 1524.33 251.371
chicagobulls 1486.72 273.941
indianapacers 1482.48 189.162
washingtonwizards 1480.32 313.169
clevelandcavaliers 1411.03 299.884
bostonceltics 1398.16 210.116
losangelesclippers 1372.44 328.382
losangeleslakers 1273.98 207.23
16655.6
WINNING CREATURE
phoenixsuns 2248 135.167
dallasmavericks 2188.99 198.882
sanantoniospurs 2119.89 316.267
houstonrockets 2079.43 82.3411
detroitpistons 2038.28 322.254
miamiheat 2037.52 206.094
oklahomacitythunder 1960.9 218.303
sacramentokings 1937.5 289.806
denvernuggets 1741.39 253.467
memphisgrizzlies 1682.02 114.012
minnesotatimberwolves 1588.29 200.763
chicagobulls 1571.3 242.986
indianapacers 1531.61 229.63
washingtonwizards 1514.35 276.469
brooklynnets 1492.09 220.53
philadelphiassers 1473.51 210.674
clevelandcavaliers 1440.57 298.088
bostonceltics 1416.03 247.046
milwaukeebucks 1383.62 251.205
losangelesclippers 1355.14 294.254
16663
WINNING CREATURE
dallasmavericks 2355.38 96.2838
phoenixsuns 2133.24 103.401
houstonrockets 2128.84 145.033
sanantoniospurs 2118.19 265.002
detroitpistons 2096.69 272.957
oklahomacitythunder 1989.94 160.73
miamiheat 1985.27 251.012
sacramentokings 1872.69 289.861
minnesotatimberwolves 1677.6 209.988
memphisgrizzlies 1645.91 241.289
denvernuggets 1605.42 309.755
washingtonwizards 1514.39 320.543
chicagobulls 1513.2 285.935
indianapacers 1513.14 239.416
brooklynnets 1504.86 241.757
philadelphiassers 1480.57 220.33
bostonceltics 1454.07 239.968
clevelandcavaliers 1410.96 285.32
losangelesclippers 1362.24 275.068
torontoraptors 1262.25 199.744
16662.2
WINNING CREATURE
dallasmavericks 2216.37 171.912
phoenixsuns 2213.52 39.9086
detroitpistons 2189.14 196.69
sanantoniospurs 2167.09 317.772
houstonrockets 2049.26 198.384
oklahomacitythunder 2038.4 202.556
miamiheat 1983.37 275.081
sacramentokings 1937.76 220.756
denvernuggets 1715.72 261.173
memphisgrizzlies 1664.12 191.915
minnesotatimberwolves 1634.14 233.496
brooklynnets 1556.03 182.406
washingtonwizards 1515.55 340.045
philadelphiassers 1505.6 219.251
indianapacers 1503.99 226.378
chicagobulls 1486.67 259.823
bostonceltics 1451.25 268.13
clevelandcavaliers 1407.31 298.728
losangelesclippers 1370.58 301.824
newyorkknicks 1308.61 280.514
16653.9
WINNING CREATURE
dallasmavericks 2316.41 140.159
phoenixsuns 2212.97 176.916
sanantoniospurs 2090.71 310.131
detroitpistons 2065.79 283.128
houstonrockets 2053.63 137.261
oklahomacitythunder 1980.67 147.477
miamiheat 1968.91 276.892
sacramentokings 1882.63 275.414
denvernuggets 1727.76 291.02
memphisgrizzlies 1678.11 221.537
minnesotatimberwolves 1656.45 234.22
philadelphiassers 1537.85 152.743
washingtonwizards 1518.18 295.093
chicagobulls 1505.99 243.388
brooklynnets 1495.18 206.811
indianapacers 1488.55 203.035
bostonceltics 1449.4 245.854
clevelandcavaliers 1386.58 307.58
losangelesclippers 1370.46 282.354
torontoraptors 1276.85 209.776
16660.8
WINNING CREATURE
phoenixsuns 2299.24 116.828
dallasmavericks 2293.61 179.241
sanantoniospurs 2122.5 299.231
houstonrockets 2070.48 154.065
oklahomacitythunder 2002.58 139.999
miamiheat 1959.08 220.934
detroitpistons 1944.34 363.182
sacramentokings 1888.45 285.361
denvernuggets 1735.23 314.964
memphisgrizzlies 1733.12 189.856
minnesotatimberwolves 1620.82 204.261
philadelphiassers 1555.76 182.711
indianapacers 1511.79 135.115
chicagobulls 1507.33 248.745
brooklynnets 1487.38 252.891
washingtonwizards 1471.95 341.939
bostonceltics 1412.93 233.14
clevelandcavaliers 1383.37 315.07
milwaukeebucks 1296.55 347.636
torontoraptors 1296.08 156.609
16654.8
WINNING CREATURE
dallasmavericks 2293.29 171.284
detroitpistons 2199.47 262.872
houstonrockets 2138.91 91.9164
sanantoniospurs 2117.41 333.666
phoenixsuns 2102.03 155.247
oklahomacitythunder 2028.5 131.889
miamiheat 1940.53 266.23
sacramentokings 1860.14 291.118
denvernuggets 1681.44 263.633
memphisgrizzlies 1675.87 162.811
minnesotatimberwolves 1581.43 240.708
washingtonwizards 1523.89 284.006
philadelphiassers 1518.58 166.276
brooklynnets 1501.71 214.287
indianapacers 1487.03 278.475
chicagobulls 1485.49 320.715
bostonceltics 1452.78 240.788
clevelandcavaliers 1407.85 289.952
losangelesclippers 1390.7 244.303
newyorkknicks 1304.33 283.393
16661.5
