15449 19312 3863
0,24
0,19
0,4
0,2
0,8
0,4
0,29
0,11
0,10
0,13
0,9
0,13
0,6
-12.5,20
-25,18
0,2
0,5
-12.5,26
25,6
-12.5,13
25,6
-25.4495,4
0,22
25,8
0,25
0,26
0,12
37.0516,2
-13.8474,4
0,10
0.44953,7
24.5516,7
-0.897898,4
12.9323,3
0.878479,2
0.897898,6
-0.464457,3
25.914,12
0.897898,13
-24.1021,3
35.7687,2
-12.0666,9
-12.4838,8
12.1,11
-25.4495,7
-23.6397,7
-24.1021,9
24.1021,5
25.8825,5
23.6867,12
12.9317,11
11.1209,4
24.5187,6
47.7713,10
12.4841,5
-49.9363,10
24.5983,14
-12.4822,19
24.1409,9
-33.578,30
-1.75514,27
-25.031,2
12.0481,11
71.4576,6
13.7334,6
13.3196,2
12.1627,6
72.8052,9
24.1183,31
12.9048,10
0.867718,16
-73.233,8
-49.4584,5
-44.7435,7
68.9256,2
-36.1896,14
96.496,9
-1.75082,16
14.179,2
-24.936,2
47.3856,7
36.2394,9
-57.71,27
-58.3117,7
25.8336,12
41.5881,23
71.9056,13
33.9929,10
13.6276,11
8.51575,35
2.98687,14
80.9498,2
30.8324,2
-2.93919,23
2.27022,13
-1.7309,16
0.83365,9
20.5948,6
7.8365,6
9.95824,25
45.6709,14
14.3153,12
-104.876,2
91.5639,10
24.8872,27
21.2009,16
-4.81356,3
48.784,14
-9.79418,7
-83.0833,21
23.2424,7
44.0846,4
-65.64,4
15.8538,10
45.8509,2
-29.7831,2
22.3864,9
34.7042,21
35.827,4
-5.83405,4
-34.3363,2
-8.40953,6
44.9453,15
-37.3014,4
106.119,4
63.5275,7
-15.077,7
-101.03,2
-78.2947,13
-55.5797,5
85.2141,21
-62.5571,5
42.7242,4
101.013,10
-47.1931,1
-51.1324,5
-26.2177,3
-28.2057,6
-17.7882,5
25.1042,9
111.597,45
28.8201,3
-65.6085,20
-11.0072,9
99.8812,8
71.7565,17
32.4443,8
114.346,24
42.857,1
-32.9343,36
-17.1096,9
21.092,3
58.7707,19
-75.8045,6
25.9626,12
12.2349,12
66.4765,1
72.1159,10
-135.809,4
-54.4648,15
-109.375,15
80.3556,20
30.5534,19
61.6637,9
53.668,1
15.2578,12
141.512,29
55.3288,27
22.9116,38
9.4895,20
167.552,9
34.9958,5
53.3605,5
-48.9442,10
-1.92429,22
43.3077,12
6.06145,7
55.6625,16
110.531,6
16.2898,17
37.1545,12
-35.8846,11
14.2748,24
-89.9834,21
112.565,6
29.8352,11
-9.28887,4
27.5606,22
38.4412,2
63.0091,24
-58.7335,20
-20.4674,7
-53.1774,11
90.2723,15
133.399,12
113.924,15
49.303,25
-20.7877,9
120.699,20
-59.6599,15
8.55963,14
34.8581,7
69.9017,17
-26.5843,1
79.9371,6
-73.2862,12
-35.7976,27
-17.5239,23
-9.46576,7
-61.6486,3
138.529,2
156.254,6
-19.7063,3
-117.902,3
14.3153,24
-19.3081,21
-39.9693,9
-3.46703,4
-46.6936,4
-40.289,11
-20.295,11
-78.9388,33
15.4792,4
115.378,5
-56.7286,10
-9.53136,9
112.762,2
-33.8146,3
40.0044,21
6.86251,7
67.4131,9
-0.0453168,10
-70.5869,7
-57.7822,5
83.8936,34
-2.13206,11
93.679,19
21.3765,11
-6.38912,21
1.35525,10
47.5007,3
41.2091,9
81.0041,6
17.1251,2
-20.6495,12
-20.6988,5
55.4481,16
97.9613,18
-91.615,7
105.406,28
58.2306,8
-45.8541,5
-24.2693,7
25.8985,24
-13.2562,11
118.562,10
-25.9094,3
9.31975,6
60.3365,14
-52.5662,8
60.4343,3
146.413,4
-10.0313,9
-164.605,3
-46.6977,17
43.3031,22
36.5977,7
-21.7402,13
15.4983,5
69.7215,8
123.802,17
-46.5962,10
-25.9577,3
131.563,11
-4.42846,13
123.405,5
172.385,19
52.2602,16
-83.3788,8
93.2494,4
-144.949,2
22.6581,13
54.3033,13
129.586,7
-76.7076,3
95.4226,8
100.881,12
31.5888,8
49.5311,31
175.982,24
10.6207,7
163.101,11
140.635,4
-34.674,2
73.8432,24
110.627,26
83.2935,4
35.5335,8
203.252,6
-79.0295,12
-73.39,5
-63.7922,8
86.1339,7
-212.592,8
-18.293,5
20.5828,11
127.94,8
-87.7736,4
-115.297,22
23.7182,5
3.2416,14
-125.584,18
-42.2255,11
66.432,23
-58.4178,5
89.2307,6
5.10235,10
10.9519,10
-93.8936,9
72.3882,1
216.661,20
118.597,3
-76.6654,6
-37.2651,2
113.684,23
35.5225,11
38.9441,9
51.8578,8
117.467,22
-11.257,7
41.4464,31
-63.877,18
-160.886,10
117.324,10
-4.85138,18
192.778,14
32.135,6
114.23,12
222.898,8
-26.8122,7
96.426,8
-64.5268,2
49.6149,3
-27.0423,8
66.2127,9
-75.1746,9
123.923,16
-3.06989,3
38.7602,3
35.3021,10
112.647,8
-136.362,10
128.591,5
-143.584,21
9.97608,7
43.4582,2
-78.2208,5
214.787,34
-72.6095,8
-15.7542,13
62.9937,9
-25.53,5
17.9403,2
31.6218,1
-113.179,7
-23.0032,2
-18.0398,17
-62.5382,4
38.9113,14
51.5027,5
80.6697,2
-75.2733,6
123.371,11
9.66072,5
-62.1388,20
98.7732,8
-63.2526,8
67.2078,9
-64.3421,20
147.577,18
189.333,20
-110.429,6
161.296,2
-30.6931,4
14.6236,4
137.358,13
-96.9978,8
23.9721,2
64.7731,5
77.3879,6
88.3375,6
-74.4991,19
3.17802,9
208.904,17
33.876,5
-36.0172,10
-32.0535,5
72.2341,5
22.1377,21
67.86,1
27.9015,5
61.2253,12
-17.3447,3
32.6104,5
69.4834,8
-37.2384,6
143.059,2
137.589,8
43.1029,15
57.2227,12
175.427,7
-250.703,1
23.4727,18
138.617,9
-24.9276,1
48.5876,7
34.2182,1
-25.7793,6
33.7046,37
-16.7727,4
0.510372,1
61.5648,12
-142.47,11
195.365,7
181.434,27
199.743,23
27.2718,5
-107.369,15
-46.3703,7
63.3428,8
100.376,12
166.281,2
14.2027,9
25.7268,6
-34.1354,3
-60.8633,2
55.1688,1
-54.3521,9
-134.034,14
15.5321,10
10.7464,22
0.229379,11
189.885,34
-41.2217,5
-79.6275,13
-109.996,10
46.7911,4
14.8451,8
-108.764,8
-170.067,7
119.335,9
-117.632,3
73.9002,11
53.3294,11
42.5721,5
139.067,18
102.364,5
146.862,16
-199.441,10
-20.1409,2
28.2091,10
142.695,3
-37.8493,13
81.2281,3
-2.84804,13
127.433,13
73.112,32
154.254,32
56.4863,4
-152.715,2
63.9428,10
23.7553,12
-19.3801,1
111.986,4
20.1509,2
139.486,26
-65.5314,5
122.652,7
206.172,18
-15.9566,7
-192.464,23
215.201,16
-40.7784,20
-39.2519,2
-163.262,3
229.195,8
205.711,13
85.0119,2
33.996,3
115.002,10
61.3881,3
44.44,9
196.108,7
189.496,4
223.709,17
135.225,17
3.70555,19
53.0455,4
156.022,7
-168.736,12
31.5976,25
-140.494,6
53.4269,20
10.7725,18
103.596,5
175.783,3
16.055,11
88.1876,13
-44.1469,8
54.3561,14
-63.2143,1
68.1785,8
77.5498,21
198.933,1
-58.6563,13
158.409,21
105.659,3
63.0693,6
121.209,13
280.27,4
23.1668,20
-16.6901,17
74.2467,3
-80.2382,16
175.512,34
-100.025,13
34.5683,17
14.0806,17
-54.7604,8
-89.9952,12
211.056,7
185.959,9
-37.7906,19
-54.8671,8
-99.1494,6
49.3341,11
24.4165,11
56.9737,6
55.837,15
183.156,1
-116.731,5
-17.7106,22
127.703,9
87.1537,5
51.5152,12
233.64,6
-12.9197,15
113.18,8
151.887,21
169.987,20
15.1304,1
178.511,24
65.9232,19
307.611,11
197.431,5
-74.8653,7
21.705,9
-71.2511,8
88.7174,6
84.7798,9
116.875,8
35.8163,8
6.85819,3
107.581,11
54.1353,7
116.341,3
161.083,6
73.0761,13
242.722,11
-175.043,8
-0.928095,5
204.976,22
142.665,11
-25.9379,18
76.58,20
-38.1108,10
-97.4275,3
166.977,4
-18.1722,3
-62.2716,11
-90.0241,13
-123.062,4
-130.314,2
13.4354,11
144.96,2
-137.943,4
-186.993,26
-14.0042,1
322.012,4
47.8255,16
67.042,5
14.3041,14
4.35837,9
-59.5789,5
217.141,26
167.134,33
-67.6924,11
150.714,22
-185.446,2
-74.5004,14
175.696,8
111.715,33
16.0844,22
136.7,1
144.128,4
33.729,20
198.973,37
114.327,10
56.2773,9
-73.2451,6
-11.4438,2
-71.9009,7
-104.646,16
120.847,2
129.891,17
191.065,12
246.223,16
-1.85855,13
216.834,10
-87.0939,11
1.03761,2
223.64,12
-206.285,5
-79.4207,13
85.8455,22
175.339,9
-24.3697,13
-157.344,7
143.198,5
-33.3428,10
82.1718,13
26.1711,12
-11.4587,6
75.5703,8
199.371,29
-7.07633,3
-15.1482,11
-95.5211,6
114.725,6
63.4407,18
-27.1503,7
334.248,11
208.723,26
30.1839,14
-141.006,7
-131.812,5
-34.7943,6
-6.1211,5
11.7734,13
44.6598,9
135.58,9
211.417,22
97.5064,4
155.607,9
-25.5973,4
-135.892,17
79.7202,7
114.726,8
261.838,6
100.371,11
154.503,11
52.1371,7
-89.8392,9
72.0366,6
204.849,24
-155.404,6
259.17,10
-34.1664,7
175.954,6
-250.179,1
93.4965,19
100.471,12
104.102,2
89.255,3
57.4699,20
74.5438,7
167.218,5
52.9723,21
-50.8825,6
-24.1382,3
-292.066,7
21.8229,3
178.668,10
-93.0333,14
133.56,20
58.1231,19
206.678,24
176.052,13
21.6352,12
52.033,26
-127.007,11
89.1535,13
-19.1571,3
-35.0386,6
251.402,17
-129.337,3
193.066,18
-26.092,1
67.9441,2
19.2113,29
-33.7457,3
159.948,9
-128.705,25
66.3447,17
261.081,10
76.1028,17
77.3349,13
-235.961,2
-6.47598,7
-137.027,1
-114.359,4
126.471,15
-55.0884,19
109.336,10
154.695,10
-0.598938,11
177.826,2
18.0951,3
202.429,3
-2.81199,21
16.6646,12
-39.796,3
218.461,4
33.7668,19
146.591,13
13.2447,15
-96.8173,8
56.7313,16
165.135,21
22.5109,9
38.6939,24
245.373,24
-63.9373,20
43.3899,7
-19.8893,10
110.28,5
6.5403,13
9.05804,6
165.486,10
19.7369,15
243.571,15
59.8302,33
-319.629,7
216.772,7
124.652,12
-107.95,10
-159.505,4
-172.381,7
-169.964,3
3.25919,7
-131.694,1
-189.875,8
-9.32277,6
8.2738,8
99.6777,6
23.1669,4
90.8657,18
85.7987,1
-55.125,5
-65.3672,4
125.92,15
291.872,9
7.81825,10
24.8386,17
-34.9914,2
-45.7988,6
131.423,10
204.657,14
166.565,11
50.1885,12
-10.0299,6
-143.811,5
-20.2187,15
-33.0525,6
-143.272,2
216.28,16
-19.4326,2
13.9185,29
142.175,2
111.505,13
76.0275,7
2.32188,6
237.285,5
106.406,2
222.823,21
-7.89061,10
232.839,7
162.128,12
215.499,39
17.8874,4
124.325,18
136.213,12
87.5362,1
-157.28,1
-139.162,15
36.8911,3
108.674,3
-222.782,3
144.995,5
150.497,7
-49.7794,7
-65.825,10
69.8214,6
256.667,27
51.2371,10
-83.9761,2
-96.905,10
-40.2283,3
5.15883,10
36.8358,6
45.9822,7
45.0108,6
138.762,11
-41.255,7
283.455,17
222.035,8
42.7831,9
175.964,13
-3.47966,8
123.096,12
172.929,4
158.194,7
122.31,3
269.981,17
-146.701,6
257.915,21
-111.873,13
139.464,11
62.7902,10
-35.41,6
259.549,18
108.047,2
-37.2156,17
66.098,7
221.571,13
41.9576,20
184.309,6
-181.096,4
-282.882,9
58.4519,18
150.858,4
-20.0862,3
-199.361,7
190.928,26
305.984,5
