106,82
100,81
97,93
96,94
106,98
86,82
101,72
97,86
96,86
98,85
104,95
107,94
94,88
103,83
95,77
102,100
97,92
105,79
104,98
112,99
94,88
101,97
115,93
99,91
94,69
108,82
103,91
93,91
83,79
92,82
100,93
87,80
80,76
107,104
91,89
112,106
102,99
117,105
94,81
77,74
84,82
97,88
99,91
98,87
97,90
103,96
98,89
108,103
104,99
108,96
110,99
79,75
98,92
97,87
88,83
84,74
103,89
100,81
97,88
105,75
101,74
109,107
108,97
93,87
87,81
99,97
96,90
103,94
115,84
91,81
102,86
102,94
95,90
85,78
84,82
108,94
88,79
107,91
103,101
79,77
114,107
115,106
115,88
87,80
86,74
98,75
86,73
94,84
103,92
126,91
81,67
85,83
84,82
111,88
91,78
95,79
101,92
105,99
105,99
109,84
90,76
94,82
99,97
96,86
110,83
119,103
89,86
96,82
86,79
96,75
116,109
92,88
78,74
84,74
92,90
93,91
107,98
99,78
89,85
84,80
112,110
86,80
99,84
76,72
99,95
106,99
96,89
92,90
89,76
99,94
94,73
90,85
99,95
94,84
87,86
94,89
86,83
86,80
97,92
111,102
109,64
91,88
109,89
105,96
104,96
88,71
110,102
114,90
86,85
100,64
107,98
95,92
117,98
116,110
89,77
101,89
85,84
104,94
78,74
96,81
88,73
111,91
86,67
93,84
101,100
97,85
100,71
112,85
116,78
111,91
76,67
103,98
85,80
102,92
118,96
99,87
115,108
106,90
80,74
98,81
97,85
109,98
108,84
114,93
95,89
91,80
79,75
114,92
86,84
125,101
96,76
107,100
98,87
94,79
101,89
98,83
97,72
104,95
96,76
87,72
107,93
88,81
124,107
102,101
98,92
105,93
102,75
106,83
107,100
84,81
88,86
93,87
82,79
109,106
103,79
97,76
91,82
109,105
99,95
108,97
95,84
121,88
102,98
91,86
103,93
109,100
94,92
83,80
95,74
105,98
104,95
86,76
101,94
94,89
112,78
103,92
97,78
96,85
95,74
100,90
93,90
96,87
93,87
99,97
92,80
84,79
118,102
97,79
105,98
106,78
100,92
71,66
109,102
88,64
96,85
100,90
101,98
81,75
98,84
91,83
91,88
92,88
94,85
125,122
95,78
109,87
95,88
112,99
93,88
104,96
105,88
103,93
86,83
98,87
104,91
92,87
105,86
108,92
103,95
80,76
86,84
107,94
111,98
97,90
99,96
99,91
85,73
96,88
114,83
105,81
111,104
125,114
83,79
104,102
112,88
99,73
101,97
95,87
86,80
92,80
96,91
91,83
82,75
107,99
92,87
96,85
101,93
109,105
116,94
97,92
104,90
104,86
101,90
92,69
97,92
94,88
103,93
96,86
111,102
94,93
102,82
98,95
102,96
70,68
104,81
85,74
99,90
103,95
98,76
104,97
89,58
112,94
98,88
106,96
99,81
103,89
89,83
99,87
99,91
99,92
93,85
102,100
113,110
90,82
99,90
103,94
95,79
100,97
104,101
101,91
106,98
87,77
90,85
120,99
86,79
81,79
89,84
106,72
103,95
99,86
65,56
106,101
108,106
99,98
103,96
91,89
94,77
89,85
118,104
99,94
80,78
92,86
99,88
108,103
116,96
109,101
103,95
83,74
91,71
105,87
107,87
78,72
95,93
91,87
88,84
106,93
95,87
92,90
104,99
98,92
86,80
111,92
102,93
87,70
97,92
103,93
109,104
115,110
114,93
109,108
101,96
89,77
100,97
81,76
103,95
97,91
97,95
118,110
107,92
91,79
89,82
105,104
107,89
105,96
94,93
88,81
112,111
102,96
115,78
91,87
103,102
97,85
100,89
98,91
95,68
104,81
95,90
114,99
120,113
110,102
89,77
116,114
88,79
109,103
107,104
104,102
102,101
86,77
110,96
106,96
89,67
92,81
104,70
100,95
110,97
120,110
121,117
80,72
91,83
115,108
100,91
107,104
111,100
82,71
88,83
98,80
90,85
102,86
99,89
98,96
107,97
81,78
105,92
95,92
100,87
86,73
121,89
108,76
119,115
93,91
115,105
100,88
83,82
107,103
99,97
112,86
97,92
108,101
103,85
94,87
118,95
103,87
108,88
94,92
120,117
98,90
104,91
92,90
85,82
88,78
100,97
95,86
102,95
99,95
104,87
112,95
110,91
103,99
112,105
88,76
110,85
92,86
106,86
93,75
108,103
104,101
107,96
83,70
102,94
101,87
76,75
93,85
93,72
86,85
106,93
111,90
101,98
95,89
115,102
86,82
108,88
103,86
84,81
87,71
115,81
91,78
111,94
100,83
111,103
119,107
103,96
90,81
106,87
107,99
84,78
116,105
122,111
107,101
89,74
113,112
107,102
104,82
113,104
84,79
116,104
101,95
114,99
93,85
112,91
103,83
91,90
121,97
108,89
99,88
111,106
98,91
89,80
89,81
116,110
115,106
112,104
84,76
82,79
85,74
105,98
91,88
97,91
114,101
97,86
103,95
98,93
101,79
97,86
97,79
123,103
111,101
112,109
102,98
94,91
103,92
87,74
110,106
109,107
109,98
96,94
94,90
84,58
83,82
104,100
114,98
105,100
105,91
82,73
116,111
130,104
110,77
91,80
100,78
97,95
81,67
94,86
106,73
109,87
85,84
114,110
103,83
120,83
92,82
109,100
97,91
98,96
106,99
99,83
107,105
106,89
113,101
105,89
110,97
90,80
101,90
102,100
101,89
108,103
93,80
81,59
106,97
99,86
89,82
86,81
91,81
95,82
99,87
97,91
93,85
96,67
99,96
97,86
95,89
102,96
103,85
93,86
92,81
105,79
102,88
96,89
102,97
102,96
116,111
96,83
112,103
101,92
92,70
100,96
90,81
95,91
101,84
87,80
100,92
97,91
87,76
91,80
102,95
103,94
93,87
95,71
123,117
105,95
88,81
101,95
90,89
104,85
96,84
90,88
108,105
111,91
91,84
105,100
103,82
100,94
103,100
96,89
85,82
91,81
100,86
102,82
99,80
109,85
95,82
110,98
109,83
94,83
102,89
112,109
90,84
97,80
94,91
107,89
89,88
85,83
117,88
96,93
107,98
112,87
97,80
92,82
101,84
103,90
